,id,identifier,title,relation,type,subject,language,format,rights,preview
7316,oai:dasi.cnr.it:epi:8397,"['DASI:epi-8397', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8397']","['RES 4565', 'Gl 795']",DASI:obj-9151,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,
7317,oai:dasi.cnr.it:epi:8398,"['DASI:epi-8398', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8398']","['RES 4566', 'Gl 798']",DASI:obj-9152,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,
7318,oai:dasi.cnr.it:epi:8400,"['DASI:epi-8400', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8400']","['RES 4577', 'Ry 153']",DASI:obj-9153,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8911&sessId=&size=med
7319,oai:dasi.cnr.it:epi:8408,"['DASI:epi-8408', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8408']",RES 4638,DASI:obj-9160,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8913&sessId=&size=med
7320,oai:dasi.cnr.it:epi:8402,"['DASI:epi-8402', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8402']","['RES 4578', 'Ry 154']",DASI:obj-9154,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8912&sessId=&size=med
7321,oai:dasi.cnr.it:epi:8403,"['DASI:epi-8403', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8403']","['RES 4625', 'Littmann 7']",DASI:obj-9155,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,
7322,oai:dasi.cnr.it:epi:8404,"['DASI:epi-8404', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8404']","['RES 4628', 'Gl 560']",DASI:obj-9156,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,
7323,oai:dasi.cnr.it:epi:8405,"['DASI:epi-8405', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8405']","['RES 4629', 'Gl 603']",DASI:obj-9157,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,
7324,oai:dasi.cnr.it:epi:8406,"['DASI:epi-8406', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8406']","['RES 4630', 'Gl 689']",DASI:obj-9158,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,
7325,oai:dasi.cnr.it:epi:8407,"['DASI:epi-8407', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8407']","['RES 4631', 'Gl 761 = Gl 461']",DASI:obj-9159,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,
7326,oai:dasi.cnr.it:epi:8409,"['DASI:epi-8409', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8409']",RES 4640,DASI:obj-9161,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8914&sessId=&size=med
7327,oai:dasi.cnr.it:epi:8410,"['DASI:epi-8410', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8410']",RES 4643,DASI:obj-9168,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8915&sessId=&size=med
7328,oai:dasi.cnr.it:epi:8411,"['DASI:epi-8411', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8411']",RES 4644,DASI:obj-9162,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8916&sessId=&size=med
7329,oai:dasi.cnr.it:epi:8412,"['DASI:epi-8412', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8412']",RES 4645,DASI:obj-9163,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8917&sessId=&size=med
7330,oai:dasi.cnr.it:epi:8413,"['DASI:epi-8413', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8413']",RES 4646,DASI:obj-9165,"['Text', 'Legal text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8921&sessId=&size=med
7331,oai:dasi.cnr.it:epi:8415,"['DASI:epi-8415', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8415']",RES 4647,DASI:obj-9166,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8922&sessId=&size=med
7332,oai:dasi.cnr.it:epi:8416,"['DASI:epi-8416', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8416']",RES 4648,DASI:obj-9167,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8923&sessId=&size=med
7333,oai:dasi.cnr.it:epi:8417,"['DASI:epi-8417', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8417']",RES 4649,DASI:obj-9169,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8924&sessId=&size=med
7334,oai:dasi.cnr.it:epi:8419,"['DASI:epi-8419', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8419']",RES 4650 bis,DASI:obj-9171,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,
7335,oai:dasi.cnr.it:epi:8420,"['DASI:epi-8420', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8420']",RES 4651,DASI:obj-9173,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8926&sessId=&size=med
7336,oai:dasi.cnr.it:epi:8421,"['DASI:epi-8421', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8421']",RES 4652,DASI:obj-9174,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8927&sessId=&size=med
7337,oai:dasi.cnr.it:epi:8422,"['DASI:epi-8422', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8422']",RES 4653,DASI:obj-9175,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8928&sessId=&size=med
7338,oai:dasi.cnr.it:epi:8424,"['DASI:epi-8424', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8424']",RES 4654,DASI:obj-9176,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8929&sessId=&size=med
7339,oai:dasi.cnr.it:epi:8426,"['DASI:epi-8426', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8426']",RES 4656,DASI:obj-9178,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8932&sessId=&size=med
7340,oai:dasi.cnr.it:epi:8427,"['DASI:epi-8427', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8427']",RES 4657,DASI:obj-9179,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8933&sessId=&size=med
7341,oai:dasi.cnr.it:epi:8429,"['DASI:epi-8429', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8429']",RES 4658,DASI:obj-9180,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8934&sessId=&size=med
7342,oai:dasi.cnr.it:epi:8430,"['DASI:epi-8430', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8430']",RES 4659,DASI:obj-9181,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8935&sessId=&size=med
7343,oai:dasi.cnr.it:epi:8431,"['DASI:epi-8431', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8431']",RES 4660,DASI:obj-9182,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8936&sessId=&size=med
7344,oai:dasi.cnr.it:epi:8432,"['DASI:epi-8432', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8432']",RES 4661,DASI:obj-9184,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8937&sessId=&size=med
7345,oai:dasi.cnr.it:epi:8433,"['DASI:epi-8433', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8433']",RES 4662,DASI:obj-9185,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8938&sessId=&size=med
7346,oai:dasi.cnr.it:epi:8434,"['DASI:epi-8434', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8434']",RES 4663,DASI:obj-9186,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8939&sessId=&size=med
7347,oai:dasi.cnr.it:epi:8435,"['DASI:epi-8435', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8435']",DJE 8,DASI:obj-9187,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8991&sessId=&size=med
7348,oai:dasi.cnr.it:epi:8440,"['DASI:epi-8440', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8440']","['CIAS 28.11/p 7', 'Alfieri 1']",DASI:obj-9190,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8940&sessId=&size=med
7349,oai:dasi.cnr.it:epi:8441,"['DASI:epi-8441', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8441']",DJE 16,DASI:obj-9191,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,
7350,oai:dasi.cnr.it:epi:8442,"['DASI:epi-8442', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8442']",DJE 19,DASI:obj-9199,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=9067&sessId=&size=med
7351,oai:dasi.cnr.it:epi:8445,"['DASI:epi-8445', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8445']",RES 4664,DASI:obj-9194,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8952&sessId=&size=med
7352,oai:dasi.cnr.it:epi:8446,"['DASI:epi-8446', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8446']",RES 4665,DASI:obj-9195,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8953&sessId=&size=med
7353,oai:dasi.cnr.it:epi:8447,"['DASI:epi-8447', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8447']",RES 4666,DASI:obj-9196,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8954&sessId=&size=med
7354,oai:dasi.cnr.it:epi:8448,"['DASI:epi-8448', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8448']",RES 4667,DASI:obj-9197,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8955&sessId=&size=med
7355,oai:dasi.cnr.it:epi:8449,"['DASI:epi-8449', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8449']","['as-Sawdāʾ 55', 'RES 4668']",DASI:obj-9198,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8956&sessId=&size=med
7356,oai:dasi.cnr.it:epi:8450,"['DASI:epi-8450', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8450']","['Ja 528', 'RES 4671']",DASI:obj-9213,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8965&sessId=&size=med
7357,oai:dasi.cnr.it:epi:8451,"['DASI:epi-8451', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8451']",DJE 17,DASI:obj-9201,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=9065&sessId=&size=med
7358,oai:dasi.cnr.it:epi:8452,"['DASI:epi-8452', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8452']","['CIAS 39.11/o 3 n° 1', 'Fa 119']",DASI:obj-9200,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8957&sessId=&size=med
7359,oai:dasi.cnr.it:epi:8453,"['DASI:epi-8453', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8453']","Berlin, Islamic Art Museum 2",DASI:obj-9202,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=9063&sessId=&size=med
7360,oai:dasi.cnr.it:epi:8454,"['DASI:epi-8454', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8454']",HG Färäs May 2010,DASI:obj-9203,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,
7361,oai:dasi.cnr.it:epi:8455,"['DASI:epi-8455', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8455']",DJE 18,DASI:obj-9204,"['Text', 'Construction text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,
7362,oai:dasi.cnr.it:epi:8458,"['DASI:epi-8458', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8458']",DJE 21,DASI:obj-9207,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=9069&sessId=&size=med
7363,oai:dasi.cnr.it:epi:8460,"['DASI:epi-8460', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8460']",DJE 22,DASI:obj-9209,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=9070&sessId=&size=med
7364,oai:dasi.cnr.it:epi:8461,"['DASI:epi-8461', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8461']","['RIÉ 55', 'DEE, IV, 48']",DASI:obj-9210,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8964&sessId=&size=med
7365,oai:dasi.cnr.it:epi:8462,"['DASI:epi-8462', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8462']","['RIÉ 41', 'RES 3614', 'CIH 726', 'DAE 30']",DASI:obj-9211,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8978&sessId=&size=med
7366,oai:dasi.cnr.it:epi:8463,"['DASI:epi-8463', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8463']",RES 4673,DASI:obj-9212,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8966&sessId=&size=med
7367,oai:dasi.cnr.it:epi:8464,"['DASI:epi-8464', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8464']","['RIÉ 42', 'RES 2629', 'Salt 1', 'Yeha VIII']",DASI:obj-9214,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8979&sessId=&size=med
7368,oai:dasi.cnr.it:epi:8465,"['DASI:epi-8465', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8465']","['DJE 6', 'Ḥaz-Ga 10', 'Ga 32(Ja)']",DASI:obj-9219,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8972&sessId=&size=med
7369,oai:dasi.cnr.it:epi:8466,"['DASI:epi-8466', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8466']",RES 4675,DASI:obj-9215,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8967&sessId=&size=med
7370,oai:dasi.cnr.it:epi:8467,"['DASI:epi-8467', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8467']",RES 4676,DASI:obj-9216,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8976&sessId=&size=med
7371,oai:dasi.cnr.it:epi:8469,"['DASI:epi-8469', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8469']",RES 4677,DASI:obj-9218,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8969&sessId=&size=med
7372,oai:dasi.cnr.it:epi:8473,"['DASI:epi-8473', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8473']",RES 4681,DASI:obj-9222,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8992&sessId=&size=med
7373,oai:dasi.cnr.it:epi:8474,"['DASI:epi-8474', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8474']",RES 4682,DASI:obj-9223,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8974&sessId=&size=med
7374,oai:dasi.cnr.it:epi:8472,"['DASI:epi-8472', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8472']",RES 4679,DASI:obj-9221,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=8987&sessId=&size=med
7375,oai:dasi.cnr.it:epi:8479,"['DASI:epi-8479', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8479']","['Ja 999', 'RES 4895']",DASI:obj-9228,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=9853&sessId=&size=med
7376,oai:dasi.cnr.it:epi:8480,"['DASI:epi-8480', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8480']","['Ja 1001', 'RES 4896']",DASI:obj-9230,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=9855&sessId=&size=med
7377,oai:dasi.cnr.it:epi:8481,"['DASI:epi-8481', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8481']","['Ja 1002', 'RES 4897']",DASI:obj-9231,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=9856&sessId=&size=med
7378,oai:dasi.cnr.it:epi:8482,"['DASI:epi-8482', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8482']","['RES 4686', 'Ry 156']",DASI:obj-9234,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,
7379,oai:dasi.cnr.it:epi:8485,"['DASI:epi-8485', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8485']","['RES 4687 a', 'Ry 157', 'Im-ʿAdiya 6']",DASI:obj-9236,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=12415&sessId=&size=med
