id,identifier,date,format,language,title,type,relation,creator,description
oai:N/A:Manchester~18~18~1288~225332,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1288~225332', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001357_0000.jpg', '15m2842']",۱۳۴۴-‎آبان-‎۴,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۹).', 'Khak va Khun (9)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1289~225329,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1289~225329', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001358_0000.jpg', '15m2843']",۱۳۴۴-‎آبان-‎۶,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۱۰).', 'Khak va Khun (10)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1290~225334,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1290~225334', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001359_0000.jpg', '15m2844']",۱۳۴۴-‎آبان-‎۹,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۱۱).', 'Khak va Khun (11)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1291~225333,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1291~225333', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001360_0000.jpg', '15m2845']",۱۳۴۴-‎آبان-‎۱۱,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۱۲).', 'Khak va Khun (12)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1292~225336,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1292~225336', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001361_0000.jpg', '15m2846']",۱۳۴۴-‎آبان-‎۱۳,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۱۳).', 'Khak va Khun (13)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1293~225335,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1293~225335', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001362_0000.jpg', '15m2847']",۱۳۴۴-‎آبان-‎۱۸,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۱۴).', 'Khak va Khun (14)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1294~225337,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1294~225337', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001363_0000.jpg', '15m2848']",۱۳۴۴-‎آبان-‎۲۰,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۱۵).', 'Khak va Khun (15)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1295~225341,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1295~225341', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001364_0000.jpg', '15m2849']",۱۳۴۴-‎آبان-‎۲۳,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۱۶).', 'Khak va Khun (16)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1296~225346,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1296~225346', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001365_0000.jpg', '15m2850']",۱۳۴۴-‎آبان-‎۲۵,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۱۷).', 'Khak va Khun (17)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1297~225342,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1297~225342', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001366_0000.jpg', '15m2851']",۱۳۴۴-‎آبان-‎۲۷,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۱۸).', 'Khak va Khun (18)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1298~225338,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1298~225338', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001367_0000.jpg', '15m2852']",۱۳۴۴-‎آبان-‎۲۷,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۱۹).', 'Khak va Khun (19)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1299~225340,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1299~225340', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001368_0000.jpg', '15m2853']",۱۳۴۴-‎آذر-‎۴,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۲۰).', 'Khak va Khun (20)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1300~225345,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1300~225345', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001369_0000.jpg', '15m2854']",۱۳۴۴-‎آذر-‎۹,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۲۱).', 'Khak va Khun (21)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1301~225339,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1301~225339', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001370_0000.jpg', '15m2855']",۱۳۴۴-‎آذر-‎۱۱,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۲۲).', 'Khak va Khun (22)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1302~225343,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1302~225343', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001371_0000.jpg', '15m2856']",۱۳۴۴-‎آذر-‎۱۴,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۲۳).', 'Khak va Khun (23)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1303~225344,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1303~225344', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001372_0000.jpg', '15m2857']",۱۳۴۴-‎آذر-‎۱۶,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۲۴).', 'Khak va Khun (24)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1304~225347,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1304~225347', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001373_0000.jpg', '15m2858']",۱۳۴۴-‎آذر-‎۲۱,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۲۵).', 'Khak va Khun (25)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1305~225352,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1305~225352', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001374_0000.jpg', '15m2859']",۱۳۴۴-‎آذر-‎۲۳,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۲۶).', 'Khak va Khun (26)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1306~225348,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1306~225348', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001375_0000.jpg', '15m2860']",۱۳۴۴-‎آذر-‎۲۵,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۲۷).', 'Khak va Khun (27)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1307~225350,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1307~225350', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001376_0000.jpg', '15m2861']",۱۳۴۴-‎آذر-‎۲۸,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۲۸).', 'Khak va Khun (28)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1308~225351,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1308~225351', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001378_0000.jpg', '15m2862']",۱۳۴۴-‎دی-‎۲,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۳۰).', 'Khak va Khun (30)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1309~225349,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1309~225349', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001379_0000.jpg', '15m2863']",۱۳۴۴-‎دی-‎۵,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۳۱).', 'Khak va Khun (31)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1310~225354,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1310~225354', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001380_0000.jpg', '15m2864']",۱۳۴۴-‎دی-‎۷,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۳۲).', 'Khak va Khun (32)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1311~225353,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1311~225353', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001381_0000.jpg', '15m2865']",۱۳۴۴-‎دی-‎۹,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۳۳).', 'Khak va Khun (33)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1312~225355,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1312~225355', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001382_0000.jpg', '15m2866']",۱۳۴۴-‎دی-‎۱۲,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۳۴).', 'Khak va Khun (34)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1313~225356,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1313~225356', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001383_0000.jpg', '15m2867']",۱۳۴۴-‎دی-‎۱۴,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۳۵).', 'Khak va Khun (35)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1314~225357,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1314~225357', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001384_0000.jpg', '15m2868']",۱۳۴۴-‎دی-‎۱۶,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۳۶).', 'Khak va Khun (36)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1315~225358,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1315~225358', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001385_0000.jpg', '15m2869']",۱۳۴۴-‎دی-‎۱۹,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۳۷).', 'Khak va Khun (37)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1316~225359,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1316~225359', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001386_0000.jpg', '15m2870']",۱۳۴۴-‎دی-‎۲۱,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۳۸).', 'Khak va Khun (38)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1317~225364,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1317~225364', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001387_0000.jpg', '15m2871']",۱۳۴۴-‎دی-‎۲۶,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۳۹).', 'Khak va Khun (39)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1318~225367,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1318~225367', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001388_0000.jpg', '15m2872']",۱۳۴۴-‎دی-‎۲۸,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۴۰).', 'Khak va Khun (40)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1319~225369,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1319~225369', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001389_0000.jpg', '15m2873']",۱۳۴۴-‎دی-‎۳۰,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۴۱).', 'Khak va Khun (41)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1320~225365,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1320~225365', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001390_0000.jpg', '15m2874']",۱۳۴۴-‎بهمن-‎۵,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۴۲).', 'Khak va Khun (42)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1321~225361,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1321~225361', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001391_0000.jpg', '15m2875']",۱۳۴۴-‎بهمن-‎۷,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۴۳).', 'Khak va Khun (43)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1322~225366,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1322~225366', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001392_0000.jpg', '15m2876']",۱۳۴۴-‎بهمن-‎۱۰,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۴۴).', 'Khak va Khun (44)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1323~225360,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1323~225360', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001393_0000.jpg', '15m2877']",۱۳۴۴-‎بهمن-‎۱۲,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۴۵).', 'Khak va Khun (45)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1324~225362,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1324~225362', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001394_0000.jpg', '15m2878']",۱۳۴۴-‎بهمن-‎۱۴,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۴۶).', 'Khak va Khun (46)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1325~225363,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1325~225363', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001395_0000.jpg', '15m2879']",۱۳۴۴-‎بهمن-‎۱۷,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۴۷).', 'Khak va Khun (47)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1326~225368,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1326~225368', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001396_0000.jpg', '15m2880']",۱۳۴۴-‎بهمن-‎۱۹,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۴۸).', 'Khak va Khun (48)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1327~225370,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1327~225370', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001397_0000.jpg', '15m2881']",۱۳۴۴-‎بهمن-‎۲۱,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۴۹).', 'Khak va Khun (49)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1328~225371,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1328~225371', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001398_0000.jpg', '15m2882']",۱۳۴۴-‎بهمن-‎۲۴,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۵۰).', 'Khak va Khun (50)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1329~225372,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1329~225372', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001399_0000.jpg', '15m2883']",۱۳۴۴-‎بهمن-‎۲۶,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۵۱).', 'Khak va Khun (51)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1330~225374,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1330~225374', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001400_0000.jpg', '15m2884']",۱۳۴۴-‎آذر-‎۴,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۲۰).', 'Khak va Khun (52)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1331~225373,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1331~225373', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001401_0000.jpg', '15m2885']",۱۳۴۴-‎اسفند-‎۳,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۵۳).', 'Khak va Khun (53)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1332~225383,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1332~225383', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001402_0000.jpg', '15m2886']",۱۳۴۴-‎اسفند-‎۵,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۵۴).', 'Khak va Khun (54)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1333~225376,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1333~225376', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001403_0000.jpg', '15m2887']",۱۳۴۴-‎اسفند-‎۸,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۵۵).', 'Khak va Khun (55)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1334~225380,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1334~225380', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001404_0000.jpg', '15m2888']",۱۳۴۴-‎اسفند-‎۱۰,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۵۶).', 'Khak va Khun (56)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1335~225381,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1335~225381', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001405_0000.jpg', '15m2889']",۱۳۴۴-‎اسفند-‎۱۲,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۵۷).', 'Khak va Khun (57)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1336~225379,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1336~225379', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001406_0000.jpg', '15m2890']",۱۳۴۴-‎اسفند-‎۱۵,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۵۸).', 'Khak va Khun (58)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1337~225382,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1337~225382', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001407_0000.jpg', '15m2891']",۱۳۴۴-‎اسفند-‎۱۷,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۵۹).', 'Khak va Khun (59)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
oai:N/A:Manchester~18~18~1338~225377,"['https://luna.manchester.ac.uk/luna/servlet/detail/Manchester~18~18~1338~225377', 'https://luna.manchester.ac.uk/MediaManager/srvr?mediafile=/Size2/Manchester~18~18/7232/escholar001408_0000.jpg', '15m2892']",۱۳۴۴-‎اسفند-‎۱۹,PDF,"['ira', 'Persian']","['خاک و خون', 'Khāk va khūn. (۶۰).', 'Khak va Khun (60)']","['Printing', 'Periodical']",Nashriyah: digital Iranian history آرشیو آنلاین نشریات دانشگاه منچستر,مهر ایران,
